?t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, ?verbose
5, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
6, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
7, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
8, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
9, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
10, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
11, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
12, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
13, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
14, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
15, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
16, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
17, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
18, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
19, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
20, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
21, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
22, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
23, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
24, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
25, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
26, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
27, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
28, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
29, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
29, 4.72, 92.46, 6.44, 37.25, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
0, 8.82, 0.75, 3.13, 3, 62.47, 28, 4.21, 9.41, 43.2, 1.98, 0.41, 137.91, 79.59, 64.54, 1.0
1, 8.82, 74.09, 3.13, 3.45, 62.47, 27.55, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
2, 8.82, 74.09, 3.13, 3.9, 62.47, 27.1, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
3, 8.82, 74.09, 3.13, 4.34, 62.47, 26.66, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
4, 8.82, 74.09, 3.13, 4.77, 62.47, 26.23, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
5, 8.82, 74.09, 3.13, 5.2, 62.47, 25.8, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
6, 8.82, 74.09, 3.13, 5.62, 62.47, 25.38, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
7, 8.82, 74.09, 3.13, 6.03, 62.47, 24.97, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
8, 8.82, 74.09, 3.13, 6.44, 62.47, 24.56, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
9, 8.82, 74.09, 3.13, 6.84, 62.47, 24.16, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
10, 8.82, 74.09, 3.13, 7.23, 62.47, 23.77, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
11, 8.82, 74.09, 3.13, 7.62, 62.47, 23.38, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
12, 8.82, 74.09, 3.13, 8.0, 62.47, 23.0, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
13, 8.82, 74.09, 3.13, 8.37, 62.47, 22.63, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
14, 8.82, 74.09, 3.13, 8.74, 62.47, 22.26, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
15, 8.82, 74.09, 3.13, 9.1, 62.47, 21.9, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
16, 8.82, 74.09, 3.13, 9.46, 62.47, 21.54, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
17, 8.82, 74.09, 3.13, 9.81, 62.47, 21.19, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
18, 8.82, 74.09, 3.13, 10.15, 62.47, 20.85, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
19, 8.82, 74.09, 3.13, 10.49, 62.47, 20.51, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
20, 8.82, 74.09, 3.13, 10.83, 62.47, 20.17, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
21, 8.82, 74.09, 3.13, 11.16, 62.47, 19.84, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
22, 8.82, 74.09, 3.13, 11.48, 62.47, 19.52, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
23, 8.82, 74.09, 3.13, 11.8, 62.47, 19.2, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
24, 8.82, 74.09, 3.13, 12.11, 62.47, 18.89, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
25, 8.82, 74.09, 3.13, 12.42, 62.47, 18.58, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
26, 8.82, 74.09, 3.13, 12.72, 62.47, 18.28, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
27, 8.82, 74.09, 3.13, 13.02, 62.47, 17.98, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
28, 8.82, 74.09, 3.13, 13.31, 62.47, 17.69, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
29, 8.82, 74.09, 3.13, 13.6, 62.47, 17.4, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
29, 8.82, 74.09, 3.13, 13.6, 62.47, 17.4, 4.21, 9.41, 43.2, 1.98, 0.41, 64.57, 79.59, 64.54, 1.0
0, 2.63, 0.66, 7.51, 4, 98.36, 6, 0.2, 61.95, 22.75, 3.46, 0.26, 447.89, 63.02, 92.73, 1.0
1, 2.63, 3.74, 7.51, 4.06, 98.36, 5.94, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
2, 2.63, 3.74, 7.51, 4.12, 98.36, 5.88, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
3, 2.63, 3.74, 7.51, 4.18, 98.36, 5.82, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
4, 2.63, 3.74, 7.51, 4.24, 98.36, 5.76, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
5, 2.63, 3.74, 7.51, 4.3, 98.36, 5.7, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
6, 2.63, 3.74, 7.51, 4.36, 98.36, 5.64, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
7, 2.63, 3.74, 7.51, 4.42, 98.36, 5.58, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
8, 2.63, 3.74, 7.51, 4.48, 98.36, 5.52, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
9, 2.63, 3.74, 7.51, 4.53, 98.36, 5.47, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
10, 2.63, 3.74, 7.51, 4.59, 98.36, 5.41, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
11, 2.63, 3.74, 7.51, 4.64, 98.36, 5.36, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
12, 2.63, 3.74, 7.51, 4.7, 98.36, 5.3, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
13, 2.63, 3.74, 7.51, 4.75, 98.36, 5.25, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
14, 2.63, 3.74, 7.51, 4.81, 98.36, 5.19, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
15, 2.63, 3.74, 7.51, 4.86, 98.36, 5.14, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
16, 2.63, 3.74, 7.51, 4.91, 98.36, 5.09, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
17, 2.63, 3.74, 7.51, 4.97, 98.36, 5.03, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
18, 2.63, 3.74, 7.51, 5.02, 98.36, 4.98, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
19, 2.63, 3.74, 7.51, 5.07, 98.36, 4.93, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
20, 2.63, 3.74, 7.51, 5.12, 98.36, 4.88, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
21, 2.63, 3.74, 7.51, 5.17, 98.36, 4.83, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
22, 2.63, 3.74, 7.51, 5.22, 98.36, 4.78, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
23, 2.63, 3.74, 7.51, 5.27, 98.36, 4.73, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
24, 2.63, 3.74, 7.51, 5.32, 98.36, 4.68, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
25, 2.63, 3.74, 7.51, 5.36, 98.36, 4.64, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
26, 2.63, 3.74, 7.51, 5.41, 98.36, 4.59, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
27, 2.63, 3.74, 7.51, 5.46, 98.36, 4.54, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
28, 2.63, 3.74, 7.51, 5.51, 98.36, 4.49, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
29, 2.63, 3.74, 7.51, 5.55, 98.36, 4.45, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
29, 2.63, 3.74, 7.51, 5.55, 98.36, 4.45, 0.2, 61.95, 22.75, 3.46, 0.26, 444.81, 63.02, 92.73, 1.0
0, 8.23, 0.21, 5.6, 4, 23.45, 18, 6.59, 70.08, 47.98, 5.82, 0.43, 709.03, 83.09, 17.54, 1.0
1, 8.23, 100, 5.6, 4.77, 23.45, 17.23, 6.59, 70.08, 47.98, 5.82, 0.43, 609.03, 83.09, 17.54, 1.0
0, 2.73, 0.74, 4.77, 3, 4.94, 27, 7.01, 73.7, 99.09, 3.31, 0.55, 113.16, 95.14, 35.05, 1.0
1, 2.73, 100, 4.77, 8.47, 4.94, 21.53, 7.01, 73.7, 99.09, 3.31, 0.55, 13.16, 95.14, 35.05, 1.0
0, 5.38, 0.98, 9.63, 7, 73.37, 29, 8.05, 94.09, 21.48, 1.16, 0.91, 772.06, 6.0, 55.9, 1.0
1, 5.38, 100, 9.63, 7.4, 73.37, 28.6, 8.05, 94.09, 21.48, 1.16, 0.91, 672.06, 6.0, 55.9, 1.0
0, 5.66, 0.12, 2.19, 8, 63.9, 6, 3.31, 16.24, 14.61, 3.09, 0.24, 456.23, 41.69, 82.25, 1.0
1, 5.66, 86.71, 2.19, 8.09, 63.9, 5.91, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
2, 5.66, 86.71, 2.19, 8.19, 63.9, 5.81, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
3, 5.66, 86.71, 2.19, 8.28, 63.9, 5.72, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
4, 5.66, 86.71, 2.19, 8.37, 63.9, 5.63, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
5, 5.66, 86.71, 2.19, 8.46, 63.9, 5.54, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
6, 5.66, 86.71, 2.19, 8.55, 63.9, 5.45, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
7, 5.66, 86.71, 2.19, 8.64, 63.9, 5.36, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
8, 5.66, 86.71, 2.19, 8.72, 63.9, 5.28, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
9, 5.66, 86.71, 2.19, 8.8, 63.9, 5.2, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
10, 5.66, 86.71, 2.19, 8.89, 63.9, 5.11, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
11, 5.66, 86.71, 2.19, 8.97, 63.9, 5.03, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
12, 5.66, 86.71, 2.19, 9.05, 63.9, 4.95, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
13, 5.66, 86.71, 2.19, 9.13, 63.9, 4.87, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
14, 5.66, 86.71, 2.19, 9.2, 63.9, 4.8, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
15, 5.66, 86.71, 2.19, 9.28, 63.9, 4.72, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
16, 5.66, 86.71, 2.19, 9.36, 63.9, 4.64, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
17, 5.66, 86.71, 2.19, 9.43, 63.9, 4.57, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
18, 5.66, 86.71, 2.19, 9.5, 63.9, 4.5, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
19, 5.66, 86.71, 2.19, 9.57, 63.9, 4.43, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
20, 5.66, 86.71, 2.19, 9.64, 63.9, 4.36, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
21, 5.66, 86.71, 2.19, 9.71, 63.9, 4.29, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
22, 5.66, 86.71, 2.19, 9.78, 63.9, 4.22, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
23, 5.66, 86.71, 2.19, 9.85, 63.9, 4.15, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
24, 5.66, 86.71, 2.19, 9.92, 63.9, 4.08, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
25, 5.66, 86.71, 2.19, 9.98, 63.9, 4.02, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
26, 5.66, 86.71, 2.19, 10.04, 63.9, 3.96, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
27, 5.66, 86.71, 2.19, 10.11, 63.9, 3.89, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
28, 5.66, 86.71, 2.19, 10.17, 63.9, 3.83, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
29, 5.66, 86.71, 2.19, 10.23, 63.9, 3.77, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
29, 5.66, 86.71, 2.19, 10.23, 63.9, 3.77, 3.31, 16.24, 14.61, 3.09, 0.24, 369.64, 41.69, 82.25, 1.0
0, 3.15, 0.57, 8.18, 4, 73.76, 18, 8.0, 94.2, 54.8, 6.14, 0.53, 925.66, 55.26, 52.07, 1.0
1, 3.15, 100, 8.18, 4.24, 73.76, 17.76, 8.0, 94.2, 54.8, 6.14, 0.53, 825.66, 55.26, 52.07, 1.0
0, 8.51, 0.24, 9.45, 8, 77.35, 14, 7.91, 32.25, 41.79, 3.16, 0.99, 59.67, 85.46, 46.88, 1.0
1, 8.51, 100, 9.45, 8.18, 77.35, 13.82, 7.91, 32.25, 41.79, 3.16, 0.99, 0, 85.46, 46.88, 1.0
0, 4.2, 0.84, 4.84, 8, 66.61, 11, 9.84, 40.91, 89.48, 6.78, 0.52, 370.16, 24.65, 69.11, 1.0
1, 4.2, 100, 4.84, 8.17, 66.61, 10.83, 9.84, 40.91, 89.48, 6.78, 0.52, 270.16, 24.65, 69.11, 1.0
0, 3.66, 0.13, 7.38, 7, 50.09, 9, 9.89, 13.1, 24.78, 8.36, 0.32, 70.99, 26.39, 37.57, 1.0
1, 3.66, 100, 7.38, 7.18, 50.09, 8.82, 9.89, 13.1, 24.78, 8.36, 0.32, 0, 26.39, 37.57, 1.0
0, 4.92, 0.72, 2.88, 3, 68.48, 5, 2.7, 84.16, 98.98, 1.83, 0.63, 797.26, 42.01, 41.61, 1.0
1, 4.92, 24.05, 2.88, 3.07, 68.48, 4.93, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
2, 4.92, 24.05, 2.88, 3.15, 68.48, 4.85, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
3, 4.92, 24.05, 2.88, 3.22, 68.48, 4.78, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
4, 4.92, 24.05, 2.88, 3.29, 68.48, 4.71, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
5, 4.92, 24.05, 2.88, 3.36, 68.48, 4.64, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
6, 4.92, 24.05, 2.88, 3.43, 68.48, 4.57, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
7, 4.92, 24.05, 2.88, 3.5, 68.48, 4.5, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
8, 4.92, 24.05, 2.88, 3.56, 68.48, 4.44, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
9, 4.92, 24.05, 2.88, 3.63, 68.48, 4.37, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
10, 4.92, 24.05, 2.88, 3.69, 68.48, 4.31, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
11, 4.92, 24.05, 2.88, 3.76, 68.48, 4.24, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
12, 4.92, 24.05, 2.88, 3.82, 68.48, 4.18, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
13, 4.92, 24.05, 2.88, 3.88, 68.48, 4.12, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
14, 4.92, 24.05, 2.88, 3.94, 68.48, 4.06, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
15, 4.92, 24.05, 2.88, 4.0, 68.48, 4.0, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
16, 4.92, 24.05, 2.88, 4.06, 68.48, 3.94, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
17, 4.92, 24.05, 2.88, 4.12, 68.48, 3.88, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
18, 4.92, 24.05, 2.88, 4.18, 68.48, 3.82, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
19, 4.92, 24.05, 2.88, 4.23, 68.48, 3.77, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
20, 4.92, 24.05, 2.88, 4.29, 68.48, 3.71, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
21, 4.92, 24.05, 2.88, 4.35, 68.48, 3.65, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
22, 4.92, 24.05, 2.88, 4.4, 68.48, 3.6, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
23, 4.92, 24.05, 2.88, 4.45, 68.48, 3.55, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
24, 4.92, 24.05, 2.88, 4.51, 68.48, 3.49, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
25, 4.92, 24.05, 2.88, 4.56, 68.48, 3.44, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
26, 4.92, 24.05, 2.88, 4.61, 68.48, 3.39, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
27, 4.92, 24.05, 2.88, 4.66, 68.48, 3.34, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
28, 4.92, 24.05, 2.88, 4.71, 68.48, 3.29, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
29, 4.92, 24.05, 2.88, 4.76, 68.48, 3.24, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
29, 4.92, 24.05, 2.88, 4.76, 68.48, 3.24, 2.7, 84.16, 98.98, 1.83, 0.63, 773.93, 42.01, 41.61, 1.0
0, 3.92, 0.73, 8.37, 7, 96.52, 29, 8.85, 10.12, 66.13, 9.6, 0.21, 865.88, 64.78, 43.16, 1.0
1, 3.92, 100, 8.37, 7.3, 96.52, 28.7, 8.85, 10.12, 66.13, 9.6, 0.21, 765.88, 64.78, 43.16, 1.0
0, 7.33, 0.46, 4.62, 8, 4.11, 4, 8.5, 96.3, 25.82, 6.35, 0.78, 432.19, 83.26, 9.63, 1.0
1, 7.33, 100, 4.62, 8.97, 4.11, 3.03, 8.5, 96.3, 25.82, 6.35, 0.78, 332.19, 83.26, 9.63, 1.0
0, 6.52, 0.49, 8.9, 7, 79.92, 26, 8.57, 31.28, 14.17, 5.61, 0.65, 725.62, 93.34, 35.07, 1.0
1, 6.52, 100, 8.9, 7.33, 79.92, 25.67, 8.57, 31.28, 14.17, 5.61, 0.65, 625.62, 93.34, 35.07, 1.0
0, 3.82, 0.82, 1.28, 2, 97.6, 20, 1.31, 96.72, 69.87, 6.21, 0.45, 645.93, 43.51, 64.67, 1.0
1, 3.82, 28.88, 1.28, 2.2, 97.6, 19.8, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
2, 3.82, 28.88, 1.28, 2.41, 97.6, 19.59, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
3, 3.82, 28.88, 1.28, 2.61, 97.6, 19.39, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
4, 3.82, 28.88, 1.28, 2.81, 97.6, 19.19, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
5, 3.82, 28.88, 1.28, 3.01, 97.6, 18.99, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
6, 3.82, 28.88, 1.28, 3.21, 97.6, 18.79, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
7, 3.82, 28.88, 1.28, 3.4, 97.6, 18.6, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
8, 3.82, 28.88, 1.28, 3.6, 97.6, 18.4, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
9, 3.82, 28.88, 1.28, 3.79, 97.6, 18.21, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
10, 3.82, 28.88, 1.28, 3.97, 97.6, 18.03, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
11, 3.82, 28.88, 1.28, 4.16, 97.6, 17.84, 1.31, 96.72, 69.87, 6.21, 0.45, 617.87, 43.51, 64.67, 1.0
