?t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, ?verbose
18, 5.25, 56.33, 9.96, 12.77, 73.2, 13.23, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
19, 5.25, 56.33, 9.96, 12.96, 73.2, 13.04, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
20, 5.25, 56.33, 9.96, 13.14, 73.2, 12.86, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
21, 5.25, 56.33, 9.96, 13.31, 73.2, 12.69, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
22, 5.25, 56.33, 9.96, 13.49, 73.2, 12.51, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
23, 5.25, 56.33, 9.96, 13.66, 73.2, 12.34, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
24, 5.25, 56.33, 9.96, 13.83, 73.2, 12.17, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
25, 5.25, 56.33, 9.96, 14.0, 73.2, 12.0, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
26, 5.25, 56.33, 9.96, 14.17, 73.2, 11.83, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
27, 5.25, 56.33, 9.96, 14.33, 73.2, 11.67, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
28, 5.25, 56.33, 9.96, 14.49, 73.2, 11.51, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
29, 5.25, 56.33, 9.96, 14.65, 73.2, 11.35, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
29, 5.25, 56.33, 9.96, 14.65, 73.2, 11.35, 1.35, 12.34, 98.36, 4.44, 0.1, 61.82, 28.05, 52.6, 1.0
0, 0.24, 0.21, 0.87, 8, 87.76, 28, 1.15, 61.74, 98.58, 2.76, 0.34, 421.12, 27.04, 36.04, 1.0
1, 0.24, 36.55, 0.87, 8.32, 87.76, 27.68, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
2, 0.24, 36.55, 0.87, 8.64, 87.76, 27.36, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
3, 0.24, 36.55, 0.87, 8.95, 87.76, 27.05, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
4, 0.24, 36.55, 0.87, 9.27, 87.76, 26.73, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
5, 0.24, 36.55, 0.87, 9.57, 87.76, 26.43, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
6, 0.24, 36.55, 0.87, 9.88, 87.76, 26.12, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
7, 0.24, 36.55, 0.87, 10.18, 87.76, 25.82, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
8, 0.24, 36.55, 0.87, 10.48, 87.76, 25.52, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
9, 0.24, 36.55, 0.87, 10.77, 87.76, 25.23, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
10, 0.24, 36.55, 0.87, 11.06, 87.76, 24.94, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
11, 0.24, 36.55, 0.87, 11.35, 87.76, 24.65, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
12, 0.24, 36.55, 0.87, 11.63, 87.76, 24.37, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
13, 0.24, 36.55, 0.87, 11.91, 87.76, 24.09, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
14, 0.24, 36.55, 0.87, 12.19, 87.76, 23.81, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
15, 0.24, 36.55, 0.87, 12.47, 87.76, 23.53, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
16, 0.24, 36.55, 0.87, 12.74, 87.76, 23.26, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
17, 0.24, 36.55, 0.87, 13.01, 87.76, 22.99, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
18, 0.24, 36.55, 0.87, 13.27, 87.76, 22.73, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
19, 0.24, 36.55, 0.87, 13.53, 87.76, 22.47, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
20, 0.24, 36.55, 0.87, 13.79, 87.76, 22.21, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
21, 0.24, 36.55, 0.87, 14.05, 87.76, 21.95, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
22, 0.24, 36.55, 0.87, 14.3, 87.76, 21.7, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
23, 0.24, 36.55, 0.87, 14.55, 87.76, 21.45, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
24, 0.24, 36.55, 0.87, 14.8, 87.76, 21.2, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
25, 0.24, 36.55, 0.87, 15.04, 87.76, 20.96, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
26, 0.24, 36.55, 0.87, 15.28, 87.76, 20.72, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
27, 0.24, 36.55, 0.87, 15.52, 87.76, 20.48, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
28, 0.24, 36.55, 0.87, 15.76, 87.76, 20.24, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
29, 0.24, 36.55, 0.87, 15.99, 87.76, 20.01, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
29, 0.24, 36.55, 0.87, 15.99, 87.76, 20.01, 1.15, 61.74, 98.58, 2.76, 0.34, 384.78, 27.04, 36.04, 1.0
0, 5.33, 0.07, 9.59, 2, 30.45, 29, 5.54, 48.68, 99.21, 1.16, 0.42, 205.14, 49.04, 4.38, 1.0
1, 5.33, 80.4, 9.59, 2.95, 30.45, 28.05, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
2, 5.33, 80.4, 9.59, 3.9, 30.45, 27.1, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
3, 5.33, 80.4, 9.59, 4.83, 30.45, 26.17, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
4, 5.33, 80.4, 9.59, 5.72, 30.45, 25.28, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
5, 5.33, 80.4, 9.59, 6.58, 30.45, 24.42, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
6, 5.33, 80.4, 9.59, 7.41, 30.45, 23.59, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
7, 5.33, 80.4, 9.59, 8.21, 30.45, 22.79, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
8, 5.33, 80.4, 9.59, 8.98, 30.45, 22.02, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
9, 5.33, 80.4, 9.59, 9.73, 30.45, 21.27, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
10, 5.33, 80.4, 9.59, 10.45, 30.45, 20.55, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
11, 5.33, 80.4, 9.59, 11.15, 30.45, 19.85, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
12, 5.33, 80.4, 9.59, 11.83, 30.45, 19.17, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
13, 5.33, 80.4, 9.59, 12.48, 30.45, 18.52, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
14, 5.33, 80.4, 9.59, 13.11, 30.45, 17.89, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
15, 5.33, 80.4, 9.59, 13.72, 30.45, 17.28, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
16, 5.33, 80.4, 9.59, 14.3, 30.45, 16.7, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
17, 5.33, 80.4, 9.59, 14.87, 30.45, 16.13, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
18, 5.33, 80.4, 9.59, 15.42, 30.45, 15.58, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
19, 5.33, 80.4, 9.59, 15.95, 30.45, 15.05, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
20, 5.33, 80.4, 9.59, 16.46, 30.45, 14.54, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
21, 5.33, 80.4, 9.59, 16.96, 30.45, 14.04, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
22, 5.33, 80.4, 9.59, 17.43, 30.45, 13.57, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
23, 5.33, 80.4, 9.59, 17.89, 30.45, 13.11, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
24, 5.33, 80.4, 9.59, 18.34, 30.45, 12.66, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
25, 5.33, 80.4, 9.59, 18.77, 30.45, 12.23, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
26, 5.33, 80.4, 9.59, 19.19, 30.45, 11.81, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
27, 5.33, 80.4, 9.59, 19.59, 30.45, 11.41, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
28, 5.33, 80.4, 9.59, 19.98, 30.45, 11.02, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
29, 5.33, 80.4, 9.59, 20.35, 30.45, 10.65, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
29, 5.33, 80.4, 9.59, 20.35, 30.45, 10.65, 5.54, 48.68, 99.21, 1.16, 0.42, 124.81, 49.04, 4.38, 1.0
0, 2.8, 0.59, 5.63, 7, 99.37, 5, 7.77, 46.2, 47.53, 7.08, 0.06, 996.75, 21.08, 23.01, 1.0
1, 2.8, 100, 5.63, 7.05, 99.37, 4.95, 7.77, 46.2, 47.53, 7.08, 0.06, 896.75, 21.08, 23.01, 1.0
0, 5.21, 0.45, 5.92, 4, 29.95, 2, 6.13, 17.38, 33.08, 4.21, 0.22, 538.35, 23.5, 51.85, 1.0
1, 5.21, 100, 5.92, 4.07, 29.95, 1.93, 6.13, 17.38, 33.08, 4.21, 0.22, 438.35, 23.5, 51.85, 1.0
0, 5.44, 0.48, 9.39, 9, 90.69, 11, 0.31, 20.99, 51.66, 6.57, 0.83, 456.88, 36.55, 45.55, 1.0
1, 5.44, 21.64, 9.39, 9.12, 90.69, 10.88, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
2, 5.44, 21.64, 9.39, 9.24, 90.69, 10.76, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
3, 5.44, 21.64, 9.39, 9.36, 90.69, 10.64, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
4, 5.44, 21.64, 9.39, 9.48, 90.69, 10.52, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
5, 5.44, 21.64, 9.39, 9.6, 90.69, 10.4, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
6, 5.44, 21.64, 9.39, 9.71, 90.69, 10.29, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
7, 5.44, 21.64, 9.39, 9.83, 90.69, 10.17, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
8, 5.44, 21.64, 9.39, 9.94, 90.69, 10.06, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
9, 5.44, 21.64, 9.39, 10.05, 90.69, 9.95, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
10, 5.44, 21.64, 9.39, 10.17, 90.69, 9.83, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
11, 5.44, 21.64, 9.39, 10.28, 90.69, 9.72, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
12, 5.44, 21.64, 9.39, 10.38, 90.69, 9.62, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
13, 5.44, 21.64, 9.39, 10.49, 90.69, 9.51, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
14, 5.44, 21.64, 9.39, 10.6, 90.69, 9.4, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
15, 5.44, 21.64, 9.39, 10.7, 90.69, 9.3, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
16, 5.44, 21.64, 9.39, 10.81, 90.69, 9.19, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
17, 5.44, 21.64, 9.39, 10.91, 90.69, 9.09, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
18, 5.44, 21.64, 9.39, 11.01, 90.69, 8.99, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
19, 5.44, 21.64, 9.39, 11.11, 90.69, 8.89, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
20, 5.44, 21.64, 9.39, 11.21, 90.69, 8.79, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
21, 5.44, 21.64, 9.39, 11.31, 90.69, 8.69, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
22, 5.44, 21.64, 9.39, 11.4, 90.69, 8.6, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
23, 5.44, 21.64, 9.39, 11.5, 90.69, 8.5, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
24, 5.44, 21.64, 9.39, 11.59, 90.69, 8.41, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
25, 5.44, 21.64, 9.39, 11.69, 90.69, 8.31, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
26, 5.44, 21.64, 9.39, 11.78, 90.69, 8.22, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
27, 5.44, 21.64, 9.39, 11.87, 90.69, 8.13, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
28, 5.44, 21.64, 9.39, 11.96, 90.69, 8.04, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
29, 5.44, 21.64, 9.39, 12.05, 90.69, 7.95, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
29, 5.44, 21.64, 9.39, 12.05, 90.69, 7.95, 0.31, 20.99, 51.66, 6.57, 0.83, 435.72, 36.55, 45.55, 1.0
0, 1.92, 0.63, 4.12, 2, 98.52, 6, 2.0, 19.35, 17.72, 5.54, 0.62, 488.09, 15.54, 61.03, 1.0
1, 1.92, 30.23, 4.12, 2.06, 98.52, 5.94, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
2, 1.92, 30.23, 4.12, 2.12, 98.52, 5.88, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
3, 1.92, 30.23, 4.12, 2.18, 98.52, 5.82, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
4, 1.92, 30.23, 4.12, 2.24, 98.52, 5.76, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
5, 1.92, 30.23, 4.12, 2.3, 98.52, 5.7, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
6, 1.92, 30.23, 4.12, 2.36, 98.52, 5.64, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
7, 1.92, 30.23, 4.12, 2.42, 98.52, 5.58, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
8, 1.92, 30.23, 4.12, 2.47, 98.52, 5.53, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
9, 1.92, 30.23, 4.12, 2.53, 98.52, 5.47, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
10, 1.92, 30.23, 4.12, 2.59, 98.52, 5.41, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
11, 1.92, 30.23, 4.12, 2.64, 98.52, 5.36, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
12, 1.92, 30.23, 4.12, 2.7, 98.52, 5.3, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
13, 1.92, 30.23, 4.12, 2.75, 98.52, 5.25, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
14, 1.92, 30.23, 4.12, 2.81, 98.52, 5.19, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
15, 1.92, 30.23, 4.12, 2.86, 98.52, 5.14, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
16, 1.92, 30.23, 4.12, 2.91, 98.52, 5.09, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
17, 1.92, 30.23, 4.12, 2.96, 98.52, 5.04, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
18, 1.92, 30.23, 4.12, 3.02, 98.52, 4.98, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
19, 1.92, 30.23, 4.12, 3.07, 98.52, 4.93, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
20, 1.92, 30.23, 4.12, 3.12, 98.52, 4.88, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
21, 1.92, 30.23, 4.12, 3.17, 98.52, 4.83, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
22, 1.92, 30.23, 4.12, 3.22, 98.52, 4.78, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
23, 1.92, 30.23, 4.12, 3.27, 98.52, 4.73, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
24, 1.92, 30.23, 4.12, 3.31, 98.52, 4.69, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
25, 1.92, 30.23, 4.12, 3.36, 98.52, 4.64, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
26, 1.92, 30.23, 4.12, 3.41, 98.52, 4.59, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
27, 1.92, 30.23, 4.12, 3.46, 98.52, 4.54, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
28, 1.92, 30.23, 4.12, 3.5, 98.52, 4.5, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
29, 1.92, 30.23, 4.12, 3.55, 98.52, 4.45, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
29, 1.92, 30.23, 4.12, 3.55, 98.52, 4.45, 2.0, 19.35, 17.72, 5.54, 0.62, 458.49, 15.54, 61.03, 1.0
0, 8.97, 0.54, 1.41, 8, 34.09, 5, 5.16, 3.32, 17.79, 4.22, 0.46, 790.16, 77.27, 12.92, 1.0
1, 8.97, 100, 1.41, 8.15, 34.09, 4.85, 5.16, 3.32, 17.79, 4.22, 0.46, 690.16, 77.27, 12.92, 1.0
0, 7.94, 0.03, 5.94, 3, 57.52, 27, 3.15, 88.6, 90.63, 3.24, 0.13, 631.35, 88.53, 92.28, 1.0
1, 7.94, 41.7, 5.94, 3.47, 57.52, 26.53, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
2, 7.94, 41.7, 5.94, 3.94, 57.52, 26.06, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
3, 7.94, 41.7, 5.94, 4.4, 57.52, 25.6, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
4, 7.94, 41.7, 5.94, 4.85, 57.52, 25.15, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
5, 7.94, 41.7, 5.94, 5.3, 57.52, 24.7, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
6, 7.94, 41.7, 5.94, 5.74, 57.52, 24.26, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
7, 7.94, 41.7, 5.94, 6.16, 57.52, 23.84, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
8, 7.94, 41.7, 5.94, 6.59, 57.52, 23.41, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
9, 7.94, 41.7, 5.94, 7.0, 57.52, 23.0, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
10, 7.94, 41.7, 5.94, 7.41, 57.52, 22.59, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
11, 7.94, 41.7, 5.94, 7.81, 57.52, 22.19, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
12, 7.94, 41.7, 5.94, 8.2, 57.52, 21.8, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
13, 7.94, 41.7, 5.94, 8.59, 57.52, 21.41, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
14, 7.94, 41.7, 5.94, 8.97, 57.52, 21.03, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
15, 7.94, 41.7, 5.94, 9.34, 57.52, 20.66, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
16, 7.94, 41.7, 5.94, 9.7, 57.52, 20.3, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
17, 7.94, 41.7, 5.94, 10.06, 57.52, 19.94, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
18, 7.94, 41.7, 5.94, 10.42, 57.52, 19.58, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
19, 7.94, 41.7, 5.94, 10.76, 57.52, 19.24, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
20, 7.94, 41.7, 5.94, 11.1, 57.52, 18.9, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
21, 7.94, 41.7, 5.94, 11.44, 57.52, 18.56, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
22, 7.94, 41.7, 5.94, 11.77, 57.52, 18.23, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
23, 7.94, 41.7, 5.94, 12.09, 57.52, 17.91, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
24, 7.94, 41.7, 5.94, 12.41, 57.52, 17.59, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
25, 7.94, 41.7, 5.94, 12.72, 57.52, 17.28, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
26, 7.94, 41.7, 5.94, 13.02, 57.52, 16.98, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
27, 7.94, 41.7, 5.94, 13.32, 57.52, 16.68, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
28, 7.94, 41.7, 5.94, 13.62, 57.52, 16.38, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
29, 7.94, 41.7, 5.94, 13.91, 57.52, 16.09, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
29, 7.94, 41.7, 5.94, 13.91, 57.52, 16.09, 3.15, 88.6, 90.63, 3.24, 0.13, 589.68, 88.53, 92.28, 1.0
0, 1.0, 0.57, 1.72, 5, 80.82, 9, 5.85, 95.13, 25.35, 7.3, 0.63, 537.72, 66.88, 56.7, 1.0
1, 1.0, 100, 1.72, 5.11, 80.82, 8.89, 5.85, 95.13, 25.35, 7.3, 0.63, 437.72, 66.88, 56.7, 1.0
0, 4.72, 0.88, 6.44, 7, 2.96, 29, 3.25, 62.15, 97.78, 3.86, 0.04, 486.39, 62.74, 88.33, 1.0
1, 4.72, 92.46, 6.44, 16.8, 2.96, 19.2, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
2, 4.72, 92.46, 6.44, 26.59, 2.96, 9.41, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
3, 4.72, 92.46, 6.44, 33.08, 2.96, 2.92, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
4, 4.72, 92.46, 6.44, 36.26, 2.96, 0, 3.25, 62.15, 97.78, 3.86, 0.04, 394.81, 62.74, 88.33, 1.0
